,enrollment_id,event_trend,events_last_week,events_first_week,events_second_last_week,weekly_avg,weekly_std,max_weekly_count,min_weekly_count,first_event_month,last_event_month,session_count_3hr,session_avg_3hr,session_std_3hr,session_max_3hr,session_min_3hr,quadratic_b,quadratic_c,session_count_1hr,session_avg_1hr,sessioin_std_1hr,sessioin_max_1hr,session_min_1hr,session_dur_avg_3hr,session_dur_std_3hr,sessioin_dur_max_3hr,session_dur_min_3hr,sessioin_dur_avg_1hr,session_dur_std_1hr,session_dur_max_1hr,session_dur_min_1hr,MonCount,TueCount,WedCount,ThuCount,FriCount,SatCount,SunCount,Hr0Count,Hr1Count,Hr2Count,Hr3Count,Hr4Count,Hr5Count,Hr6Count,Hr7Count,Hr8Count,Hr9Count,Hr10Count,Hr11Count,Hr12Count,Hr13Count,Hr14Count,Hr15Count,Hr16Count,Hr17Count,Hr18Count,Hr19Count,Hr20Count,Hr21Count,Hr22Count,Hr23Count,AccCount,ProCount,PagCount,NagCount,VidCount,DisCount,WikCount,BroCount,SerCount,Course0Count,Course1Count,Course2Count,Course3Count,Course4Count,Course5Count,Course6Count,Course7Count,Course8Count,Course9Count,Course10Count,Course11Count,Course12Count,Course13Count,Course14Count,Course15Count,Course16Count,Course17Count,Course18Count,Course19Count,Course20Count,Course21Count,Course22Count,Course23Count,Course24Count,Course25Count,Course26Count,Course27Count,Course28Count,Course29Count,Course30Count,Course31Count,Course32Count,Course33Count,Course34Count,Course35Count,Course36Count,Course37Count,Course38Count,chapter,combinedopenended,problem,sequential,video
10,16.0,17.200000000000028,100.0,65.0,119.0,84.0,26.767517628648342,119.0,52.0,6.0,7.0,15.0,22.4,24.4889090542365,83.0,1.0,21.7,56.69999999999999,22.0,15.272727272727273,14.340602935789814,54.0,1.0,1.3623703703703705,2.0266438810109086,7.4625,0.0,0.2675126262626263,0.3397560778871048,1.1922222222222223,0.0,19.0,1.0,0.0,45.0,86.0,174.0,11.0,25.0,49.0,36.0,41.0,12.0,1.0,16.0,7.0,0.0,0.0,36.0,3.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,0.0,16.0,26.0,168.0,64.0,20.0,40.0,15.0,28.0,1.0,114.0,222.0,114.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,64.0,131.0,15.0
11,18.0,3.9999999999999987,27.0,30.0,46.0,30.6,17.681628884240276,50.0,0.0,6.0,7.0,15.0,10.2,7.538346414610214,30.0,1.0,13.142857142857164,18.02857142857138,24.0,6.375,6.2035775968387785,27.0,1.0,1.454351851851852,1.4346090779188552,5.2325,0.0,0.30243055555555554,0.40445745115748666,1.2066666666666668,0.0,19.0,0.0,16.0,17.0,21.0,41.0,39.0,13.0,5.0,2.0,7.0,2.0,0.0,4.0,3.0,26.0,16.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,11.0,90.0,17.0,18.0,14.0,10.0,3.0,1.0,47.0,106.0,47.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,81.0,10.0
12,20.0,-12.79999999999999,33.0,68.0,9.0,35.5,21.077238908357987,68.0,9.0,6.0,7.0,13.0,10.923076923076923,7.878515464042687,33.0,4.0,-57.80000000000007,69.70000000000005,13.0,10.923076923076923,7.878515464042687,33.0,4.0,0.14405982905982906,0.226082090854404,0.8180555555555555,0.0030555555555555557,0.14405982905982906,0.226082090854404,0.8180555555555555,0.0030555555555555557,5.0,39.0,13.0,65.0,0.0,20.0,0.0,33.0,13.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,12.0,12.0,59.0,0.0,34.0,35.0,12.0,1.0,1.0,46.0,96.0,46.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,28.0,12.0
13,22.0,-75.0,65.0,140.0,140.0,102.5,37.5,140.0,65.0,7.0,7.0,2.0,102.5,3.5,106.0,99.0,0.0,0.0,5.0,41.0,29.42108087749327,87.0,17.0,5.095,2.2622222222222224,7.357222222222222,2.8327777777777787,0.9556111111111112,0.6104300346153471,1.9322222222222225,0.4138888888888889,0.0,0.0,0.0,0.0,0.0,140.0,65.0,0.0,35.0,8.0,41.0,23.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,1.0,66.0,64.0,38.0,1.0,36.0,0.0,0.0,156.0,49.0,156.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,65.0,36.0
14,23.0,-35.0,5.0,75.0,33.0,37.66666666666666,28.76726534718856,75.0,5.0,6.0,7.0,8.0,14.125,15.406471854386387,53.0,4.0,-49.00000000000002,74.99999999999996,8.0,14.125,15.406471854386387,53.0,4.0,0.08038194444444444,0.1333407070805373,0.3713888888888889,0.0033333333333333327,0.08038194444444444,0.1333407070805373,0.3713888888888889,0.0033333333333333327,15.0,83.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,57.0,0.0,15.0,53.0,0.0,28.0,18.0,14.0,0.0,0.0,42.0,71.0,42.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,34.0,14.0
15,26.0,-58.50000000000001,10.0,127.0,128.0,88.33333333333331,55.39153565502786,128.0,10.0,6.0,7.0,9.0,29.444444444444446,17.282689548351303,56.0,7.0,60.50000000000011,127.00000000000004,15.0,17.666666666666668,11.562391140628693,34.0,1.0,2.4903395061728397,1.848637955476488,6.013055555555557,0.022222222222222227,0.7209074074074073,0.6757834461704206,2.2563888888888894,0.0,44.0,1.0,0.0,0.0,20.0,114.0,86.0,13.0,45.0,5.0,0.0,8.0,3.0,9.0,16.0,8.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,10.0,44.0,47.0,146.0,5.0,61.0,21.0,31.0,1.0,0.0,102.0,163.0,102.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,116.0,31.0
16,28.0,21.0,53.0,11.0,41.0,35.0,17.663521732655695,53.0,11.0,6.0,7.0,6.0,17.5,13.212998650319063,45.0,5.0,39.00000000000005,11.000000000000002,6.0,17.5,13.212998650319063,45.0,5.0,0.18814814814814812,0.2316210690241978,0.6625,0.0022222222222222227,0.18814814814814812,0.2316210690241978,0.6625,0.0022222222222222227,0.0,0.0,19.0,11.0,22.0,8.0,45.0,17.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,45.0,12.0,16.0,11.0,21.0,0.0,0.0,64.0,41.0,64.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,34.0,18.0
17,30.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,6.0,7.0,2.0,5.0,4.0,9.0,1.0,0.0,0.0,2.0,5.0,4.0,9.0,1.0,0.03902777777777778,0.03902777777777778,0.07805555555555556,0.0,0.03902777777777778,0.03902777777777778,0.07805555555555556,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
18,31.0,82.5,195.0,30.0,15.0,80.0,81.54753215150045,195.0,15.0,6.0,7.0,9.0,26.66666666666667,14.974051630144135,53.0,4.0,-112.50000000000013,29.999999999999986,9.0,26.66666666666667,14.974051630144135,53.0,4.0,0.5242901234567902,0.3995000757786821,1.1819444444444445,0.01,0.5242901234567902,0.3995000757786821,1.1819444444444445,0.01,66.0,0.0,26.0,63.0,23.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,66.0,77.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,4.0,0.0,121.0,19.0,57.0,16.0,21.0,6.0,0.0,92.0,148.0,92.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,103.0,21.0
19,32.0,-4.500000000000004,6.0,15.0,52.0,24.33333333333333,19.90533150244482,52.0,6.0,6.0,7.0,6.0,12.166666666666664,3.8908725099762496,18.0,6.0,78.50000000000007,15.000000000000007,6.0,12.166666666666664,3.8908725099762496,18.0,6.0,0.1535648148148148,0.1827039854886671,0.5327777777777778,0.015833333333333338,0.1535648148148148,0.1827039854886671,0.5327777777777778,0.015833333333333338,0.0,0.0,0.0,45.0,13.0,9.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,27.0,13.0,16.0,9.0,1.0,7.0,0.0,28.0,45.0,28.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,10.0,1.0
20,35.0,-31.999999999999968,4.0,108.0,55.0,57.5,36.908671067921155,108.0,4.0,6.0,7.0,20.0,11.5,12.407658925034974,56.0,1.0,-27.50000000000001,103.99999999999996,22.0,10.454545454545457,10.590421369963916,48.0,1.0,0.3553333333333333,0.7766337946071661,3.2641666666666667,0.0,0.1303787878787879,0.15300741569688364,0.5880555555555556,0.0,55.0,83.0,1.0,0.0,28.0,36.0,27.0,11.0,9.0,3.0,0.0,0.0,53.0,0.0,1.0,18.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11.0,21.0,24.0,82.0,38.0,44.0,46.0,6.0,13.0,1.0,93.0,137.0,93.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,38.0,34.0,6.0
21,39.0,-29.00000000000001,104.0,133.0,133.0,118.5,14.5,133.0,104.0,6.0,7.0,10.0,23.7,17.67512376194294,65.0,4.0,0.0,0.0,10.0,23.7,17.67512376194294,65.0,4.0,0.7482777777777777,0.5885311256020953,2.0777777777777784,0.042777777777777776,0.7482777777777777,0.5885311256020953,2.0777777777777784,0.042777777777777776,4.0,21.0,7.0,58.0,56.0,45.0,46.0,36.0,29.0,39.0,0.0,18.0,3.0,0.0,0.0,2.0,14.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,14.0,6.0,0.0,7.0,90.0,13.0,75.0,21.0,33.0,3.0,2.0,121.0,116.0,121.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,87.0,33.0
22,45.0,-32.299999999999905,26.0,84.0,268.0,198.75,154.46581336981978,417.0,26.0,6.0,7.0,23.0,34.56521739130435,33.282488001371476,128.0,1.0,398.95000000000016,103.44999999999949,30.0,26.5,28.21199508483345,128.0,1.0,1.268345410628019,1.5412107596729774,6.413611111111112,0.0,0.6162129629629629,0.7529808612331405,2.7902777777777783,0.0,89.0,158.0,66.0,247.0,102.0,44.0,89.0,91.0,2.0,1.0,33.0,47.0,35.0,15.0,80.0,123.0,125.0,28.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,45.0,35.0,32.0,58.0,326.0,166.0,115.0,39.0,104.0,45.0,0.0,510.0,285.0,510.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,176.0,262.0,104.0
