enrollment_id,chapter,combinedopenended,problem,sequential,video
221,14.0,0.0,24.0,43.0,23.0
222,9.0,0.0,9.0,11.0,1.0
227,11.0,0.0,45.0,89.0,38.0
228,35.0,0.0,38.0,128.0,64.0
231,11.0,0.0,52.0,86.0,42.0
233,8.0,0.0,10.0,25.0,15.0
234,11.0,0.0,49.0,73.0,4.0
235,15.0,0.0,8.0,81.0,1.0
239,23.0,0.0,17.0,47.0,4.0
240,11.0,0.0,25.0,210.0,42.0
241,10.0,0.0,4.0,22.0,12.0
242,27.0,0.0,28.0,55.0,7.0
244,12.0,0.0,27.0,73.0,31.0
245,0.0,0.0,21.0,8.0,0.0
247,7.0,0.0,12.0,47.0,4.0
249,3.0,0.0,6.0,22.0,18.0
250,21.0,0.0,43.0,87.0,37.0
251,11.0,0.0,51.0,57.0,1.0
252,3.0,0.0,12.0,70.0,47.0
254,2.0,0.0,6.0,34.0,1.0
255,17.0,0.0,124.0,145.0,32.0
256,0.0,0.0,0.0,3.0,1.0
257,4.0,0.0,39.0,80.0,23.0
258,5.0,0.0,13.0,23.0,12.0
261,5.0,0.0,10.0,58.0,31.0
264,1.0,0.0,2.0,17.0,3.0
265,11.0,0.0,8.0,62.0,6.0
266,24.0,0.0,64.0,163.0,13.0
267,7.0,0.0,27.0,26.0,0.0
268,25.0,0.0,66.0,111.0,11.0
269,13.0,0.0,18.0,74.0,17.0
270,10.0,0.0,16.0,42.0,0.0
272,4.0,0.0,0.0,17.0,0.0
275,7.0,0.0,2.0,29.0,3.0
277,11.0,0.0,12.0,52.0,1.0
278,5.0,0.0,65.0,53.0,16.0
279,17.0,0.0,10.0,96.0,48.0
282,9.0,0.0,17.0,32.0,23.0
284,13.0,0.0,6.0,90.0,55.0
285,1.0,0.0,76.0,73.0,4.0
288,5.0,0.0,2.0,26.0,9.0
293,7.0,0.0,4.0,21.0,11.0
294,1.0,0.0,0.0,5.0,4.0
295,39.0,0.0,45.0,147.0,46.0
297,14.0,0.0,20.0,63.0,36.0
298,17.0,0.0,53.0,99.0,40.0
301,13.0,0.0,30.0,101.0,48.0
302,36.0,0.0,23.0,101.0,10.0
304,20.0,0.0,22.0,85.0,36.0
307,18.0,0.0,7.0,48.0,25.0
309,29.0,0.0,24.0,97.0,46.0
310,6.0,0.0,8.0,34.0,2.0
311,10.0,0.0,13.0,124.0,5.0
313,9.0,0.0,41.0,131.0,70.0
314,14.0,0.0,33.0,36.0,5.0
316,1.0,0.0,4.0,22.0,0.0
317,5.0,0.0,11.0,31.0,19.0
319,10.0,0.0,14.0,46.0,6.0
321,15.0,0.0,35.0,88.0,1.0
322,13.0,0.0,21.0,46.0,8.0
323,27.0,0.0,39.0,100.0,31.0
324,13.0,0.0,4.0,44.0,27.0
325,2.0,0.0,12.0,13.0,1.0
327,0.0,0.0,64.0,86.0,38.0
329,0.0,0.0,85.0,104.0,27.0
332,8.0,0.0,3.0,31.0,11.0
334,20.0,0.0,41.0,106.0,18.0
335,16.0,0.0,22.0,60.0,39.0
337,11.0,0.0,46.0,93.0,0.0
338,0.0,0.0,0.0,2.0,2.0
339,8.0,0.0,47.0,70.0,5.0
340,6.0,0.0,0.0,25.0,3.0
341,17.0,0.0,53.0,85.0,24.0
343,0.0,0.0,0.0,1.0,0.0
344,9.0,0.0,57.0,140.0,41.0
345,18.0,0.0,28.0,102.0,49.0
346,7.0,0.0,33.0,124.0,30.0
349,5.0,0.0,55.0,77.0,23.0
351,18.0,0.0,22.0,68.0,38.0
352,3.0,0.0,80.0,191.0,58.0
354,26.0,0.0,48.0,85.0,15.0
355,5.0,0.0,24.0,34.0,12.0
357,13.0,0.0,0.0,27.0,20.0
358,0.0,0.0,0.0,2.0,0.0
360,0.0,0.0,0.0,2.0,2.0
361,2.0,0.0,24.0,22.0,17.0
364,42.0,0.0,36.0,98.0,15.0
366,2.0,0.0,16.0,65.0,3.0
367,0.0,0.0,0.0,5.0,1.0
370,0.0,0.0,0.0,4.0,4.0
371,18.0,0.0,63.0,66.0,8.0
373,24.0,0.0,151.0,162.0,3.0
375,6.0,0.0,15.0,40.0,21.0
377,7.0,0.0,23.0,46.0,4.0
382,6.0,0.0,69.0,115.0,11.0
386,4.0,0.0,13.0,14.0,7.0
387,1.0,0.0,36.0,66.0,23.0
390,12.0,0.0,38.0,37.0,13.0
393,1.0,0.0,0.0,5.0,3.0
394,7.0,0.0,47.0,78.0,14.0
396,9.0,0.0,32.0,63.0,28.0
398,5.0,0.0,7.0,19.0,2.0
399,14.0,0.0,48.0,108.0,42.0
400,8.0,0.0,19.0,36.0,2.0
402,5.0,0.0,58.0,117.0,30.0
403,3.0,0.0,12.0,38.0,0.0
406,2.0,0.0,54.0,177.0,4.0
407,20.0,0.0,14.0,49.0,0.0
410,1.0,0.0,0.0,4.0,1.0
412,8.0,0.0,12.0,57.0,9.0
414,13.0,0.0,43.0,111.0,62.0
424,8.0,0.0,0.0,22.0,2.0
425,16.0,0.0,5.0,37.0,13.0
426,8.0,0.0,26.0,35.0,16.0
428,0.0,0.0,4.0,33.0,13.0
429,12.0,0.0,11.0,74.0,2.0
431,8.0,0.0,30.0,38.0,26.0
432,19.0,0.0,20.0,44.0,0.0
433,3.0,0.0,57.0,127.0,42.0
435,11.0,0.0,18.0,41.0,11.0
436,7.0,0.0,16.0,42.0,24.0
438,4.0,0.0,0.0,6.0,1.0
441,0.0,0.0,53.0,71.0,1.0
442,21.0,0.0,30.0,88.0,26.0
444,20.0,0.0,33.0,109.0,49.0
445,3.0,0.0,5.0,30.0,11.0
446,3.0,0.0,8.0,22.0,12.0
448,15.0,0.0,30.0,78.0,3.0
450,19.0,0.0,16.0,69.0,6.0
451,14.0,0.0,14.0,38.0,23.0
452,8.0,0.0,34.0,49.0,28.0
454,8.0,0.0,0.0,22.0,7.0
458,30.0,0.0,22.0,122.0,61.0
459,4.0,0.0,18.0,76.0,7.0
460,1.0,0.0,28.0,47.0,0.0
461,18.0,0.0,46.0,95.0,70.0
464,8.0,0.0,40.0,55.0,27.0
466,4.0,0.0,8.0,55.0,1.0
467,6.0,0.0,43.0,64.0,17.0
469,16.0,0.0,35.0,116.0,12.0
471,17.0,0.0,0.0,51.0,15.0
474,1.0,0.0,0.0,4.0,2.0
475,4.0,0.0,16.0,33.0,23.0
480,2.0,0.0,10.0,76.0,17.0
482,9.0,0.0,40.0,75.0,21.0
484,9.0,0.0,0.0,36.0,27.0
486,4.0,0.0,19.0,14.0,8.0
487,0.0,0.0,0.0,1.0,1.0
490,10.0,0.0,0.0,50.0,15.0
491,2.0,0.0,19.0,26.0,3.0
493,29.0,0.0,145.0,199.0,61.0
496,11.0,0.0,2.0,44.0,20.0
501,1.0,0.0,0.0,4.0,2.0
505,20.0,0.0,22.0,38.0,9.0
509,4.0,0.0,31.0,41.0,18.0
511,3.0,0.0,8.0,17.0,2.0
512,11.0,0.0,25.0,98.0,40.0
514,17.0,0.0,17.0,65.0,1.0
515,29.0,0.0,94.0,245.0,39.0
516,20.0,0.0,52.0,134.0,27.0
517,26.0,0.0,80.0,134.0,10.0
518,0.0,0.0,0.0,37.0,1.0
520,0.0,0.0,0.0,5.0,0.0
522,32.0,0.0,78.0,119.0,54.0
523,12.0,0.0,78.0,102.0,29.0
525,1.0,0.0,0.0,3.0,0.0
526,27.0,0.0,70.0,106.0,47.0
530,11.0,0.0,5.0,55.0,43.0
532,18.0,0.0,52.0,95.0,0.0
533,16.0,0.0,20.0,81.0,12.0
534,4.0,0.0,3.0,21.0,4.0
535,2.0,0.0,37.0,38.0,24.0
536,14.0,0.0,5.0,19.0,9.0
541,23.0,0.0,51.0,78.0,38.0
543,6.0,0.0,6.0,16.0,9.0
545,1.0,0.0,12.0,10.0,7.0
546,11.0,0.0,36.0,65.0,33.0
547,8.0,0.0,16.0,36.0,3.0
548,1.0,0.0,0.0,7.0,0.0
550,3.0,0.0,2.0,16.0,1.0
552,12.0,0.0,38.0,96.0,6.0
553,0.0,0.0,0.0,10.0,3.0
556,6.0,0.0,3.0,54.0,39.0
558,6.0,0.0,9.0,48.0,0.0
561,6.0,0.0,46.0,82.0,22.0
562,0.0,0.0,0.0,17.0,7.0
566,21.0,0.0,14.0,69.0,13.0
572,1.0,0.0,4.0,24.0,6.0
576,10.0,0.0,25.0,54.0,26.0
579,1.0,0.0,0.0,32.0,15.0
580,23.0,0.0,36.0,96.0,13.0
581,5.0,0.0,20.0,55.0,3.0
582,37.0,0.0,38.0,103.0,38.0
583,0.0,0.0,0.0,1.0,0.0
584,1.0,0.0,0.0,28.0,23.0
587,19.0,0.0,17.0,85.0,4.0
588,12.0,0.0,52.0,120.0,9.0
589,7.0,0.0,0.0,46.0,17.0
590,1.0,0.0,0.0,5.0,3.0
591,24.0,0.0,68.0,68.0,0.0
592,19.0,0.0,10.0,68.0,0.0
594,12.0,0.0,87.0,137.0,26.0
598,5.0,0.0,0.0,85.0,10.0
599,14.0,0.0,31.0,74.0,14.0
600,10.0,0.0,6.0,45.0,4.0
602,6.0,0.0,2.0,79.0,2.0
606,28.0,0.0,45.0,242.0,149.0
609,6.0,0.0,0.0,24.0,12.0
611,15.0,0.0,15.0,34.0,11.0
612,7.0,0.0,2.0,50.0,1.0
613,5.0,0.0,6.0,33.0,4.0
614,0.0,0.0,15.0,5.0,0.0
615,7.0,0.0,41.0,53.0,19.0
616,2.0,0.0,0.0,13.0,2.0
617,0.0,0.0,21.0,23.0,2.0
620,1.0,0.0,0.0,4.0,1.0
621,5.0,0.0,4.0,26.0,7.0
625,16.0,0.0,39.0,78.0,25.0
627,2.0,0.0,0.0,6.0,6.0
629,0.0,0.0,8.0,33.0,5.0
630,16.0,0.0,0.0,19.0,0.0
633,13.0,0.0,6.0,34.0,14.0
634,29.0,0.0,31.0,114.0,23.0
635,4.0,0.0,86.0,44.0,15.0
636,25.0,0.0,22.0,43.0,7.0
638,22.0,0.0,28.0,72.0,43.0
639,20.0,0.0,69.0,88.0,39.0
643,5.0,0.0,2.0,69.0,27.0
644,2.0,0.0,0.0,12.0,1.0
645,2.0,0.0,6.0,22.0,1.0
646,6.0,0.0,2.0,26.0,4.0
650,14.0,0.0,0.0,91.0,0.0
652,2.0,0.0,4.0,23.0,13.0
654,9.0,0.0,9.0,37.0,27.0
658,16.0,0.0,21.0,77.0,17.0
659,7.0,0.0,9.0,26.0,12.0
660,12.0,0.0,27.0,53.0,19.0
661,4.0,0.0,15.0,31.0,16.0
662,7.0,0.0,49.0,90.0,4.0
663,11.0,0.0,15.0,57.0,7.0
668,0.0,0.0,0.0,1.0,1.0
673,3.0,0.0,16.0,34.0,0.0
676,7.0,0.0,32.0,28.0,1.0
677,40.0,0.0,54.0,204.0,33.0
680,3.0,0.0,7.0,29.0,16.0
682,12.0,0.0,9.0,43.0,21.0
683,1.0,0.0,10.0,15.0,7.0
685,4.0,0.0,2.0,39.0,1.0
687,5.0,0.0,21.0,53.0,11.0
689,1.0,0.0,7.0,2.0,0.0
690,13.0,0.0,25.0,131.0,53.0
691,3.0,0.0,8.0,46.0,6.0
692,16.0,0.0,35.0,101.0,19.0
693,17.0,0.0,86.0,138.0,65.0
695,14.0,0.0,6.0,54.0,5.0
697,5.0,0.0,53.0,22.0,0.0
699,1.0,0.0,2.0,13.0,0.0
700,0.0,0.0,0.0,1.0,0.0
701,4.0,0.0,0.0,22.0,17.0
703,11.0,0.0,20.0,62.0,29.0
704,10.0,0.0,14.0,55.0,20.0
705,3.0,0.0,0.0,4.0,2.0
707,5.0,0.0,0.0,52.0,32.0
709,17.0,0.0,25.0,60.0,24.0
711,13.0,0.0,36.0,73.0,21.0
712,0.0,0.0,0.0,3.0,0.0
714,12.0,0.0,12.0,37.0,15.0
715,13.0,0.0,16.0,53.0,10.0
717,36.0,0.0,45.0,145.0,2.0
718,35.0,0.0,31.0,104.0,6.0
719,0.0,0.0,0.0,1.0,1.0
722,0.0,0.0,0.0,2.0,1.0
723,1.0,0.0,0.0,1.0,1.0
725,3.0,0.0,2.0,17.0,0.0
726,4.0,0.0,24.0,54.0,9.0
727,6.0,0.0,12.0,16.0,0.0
728,18.0,0.0,17.0,77.0,4.0
730,32.0,0.0,52.0,127.0,33.0
733,6.0,0.0,0.0,30.0,6.0
734,9.0,0.0,6.0,69.0,44.0
736,8.0,0.0,2.0,40.0,25.0
738,6.0,0.0,8.0,52.0,21.0
740,8.0,0.0,37.0,55.0,39.0
742,17.0,0.0,11.0,94.0,48.0
743,3.0,0.0,0.0,2.0,1.0
744,1.0,0.0,0.0,6.0,4.0
745,1.0,0.0,0.0,2.0,0.0
746,6.0,0.0,0.0,39.0,23.0
749,36.0,0.0,85.0,218.0,60.0
750,0.0,0.0,12.0,22.0,19.0
751,27.0,0.0,48.0,129.0,13.0
752,21.0,0.0,22.0,18.0,2.0
757,3.0,0.0,80.0,78.0,40.0
758,12.0,0.0,32.0,58.0,20.0
760,13.0,0.0,18.0,57.0,4.0
761,35.0,0.0,26.0,240.0,43.0
762,1.0,0.0,0.0,6.0,2.0
763,8.0,0.0,21.0,39.0,19.0
769,19.0,0.0,19.0,119.0,30.0
771,2.0,0.0,19.0,14.0,0.0
773,0.0,0.0,0.0,4.0,1.0
774,76.0,0.0,8.0,159.0,36.0
775,18.0,0.0,30.0,80.0,30.0
777,1.0,0.0,149.0,343.0,142.0
778,8.0,0.0,49.0,54.0,21.0
780,26.0,0.0,98.0,155.0,58.0
781,5.0,0.0,27.0,52.0,8.0
783,14.0,0.0,24.0,28.0,2.0
785,2.0,0.0,0.0,5.0,2.0
788,7.0,0.0,28.0,54.0,18.0
789,2.0,0.0,51.0,48.0,28.0
790,5.0,0.0,50.0,73.0,1.0
791,9.0,0.0,10.0,42.0,25.0
792,4.0,0.0,14.0,16.0,0.0
799,35.0,0.0,16.0,105.0,37.0
800,0.0,0.0,0.0,4.0,4.0
802,6.0,0.0,27.0,116.0,40.0
803,1.0,0.0,0.0,5.0,1.0
805,6.0,0.0,16.0,30.0,5.0
806,2.0,0.0,0.0,37.0,10.0
809,12.0,0.0,20.0,101.0,13.0
810,13.0,0.0,8.0,46.0,7.0
815,12.0,0.0,13.0,49.0,15.0
818,0.0,0.0,0.0,3.0,1.0
819,1.0,0.0,0.0,14.0,12.0
820,12.0,0.0,13.0,24.0,0.0
821,24.0,0.0,30.0,63.0,33.0
824,6.0,0.0,0.0,31.0,16.0
825,4.0,0.0,36.0,129.0,41.0
827,2.0,0.0,13.0,47.0,2.0
830,0.0,0.0,0.0,2.0,1.0
833,0.0,0.0,19.0,6.0,0.0
835,38.0,0.0,38.0,127.0,61.0
837,8.0,0.0,38.0,52.0,26.0
839,0.0,0.0,0.0,1.0,0.0
840,17.0,0.0,26.0,72.0,31.0
844,1.0,0.0,0.0,12.0,9.0
848,1.0,0.0,46.0,35.0,16.0
852,14.0,0.0,57.0,121.0,13.0
853,18.0,0.0,12.0,64.0,22.0
858,6.0,0.0,12.0,110.0,13.0
860,9.0,0.0,15.0,25.0,18.0
861,2.0,0.0,6.0,12.0,3.0
862,31.0,0.0,14.0,125.0,20.0
863,10.0,0.0,19.0,55.0,31.0
865,9.0,0.0,19.0,62.0,33.0
868,13.0,0.0,4.0,39.0,3.0
870,11.0,0.0,20.0,56.0,15.0
871,5.0,0.0,4.0,33.0,8.0
872,11.0,0.0,22.0,40.0,21.0
875,14.0,0.0,55.0,79.0,4.0
877,0.0,0.0,0.0,3.0,0.0
878,11.0,0.0,48.0,44.0,2.0
882,41.0,0.0,18.0,130.0,107.0
884,0.0,0.0,228.0,180.0,48.0
885,30.0,0.0,73.0,158.0,43.0
887,21.0,0.0,35.0,52.0,1.0
888,0.0,0.0,0.0,24.0,6.0
890,8.0,0.0,2.0,29.0,0.0
891,11.0,0.0,6.0,29.0,26.0
893,2.0,0.0,0.0,5.0,2.0
895,16.0,0.0,18.0,75.0,3.0
899,27.0,0.0,39.0,70.0,11.0
900,3.0,0.0,0.0,5.0,0.0
901,3.0,0.0,24.0,27.0,11.0
903,5.0,0.0,55.0,91.0,35.0
904,3.0,0.0,0.0,3.0,0.0
906,6.0,0.0,57.0,57.0,32.0
907,7.0,0.0,18.0,37.0,3.0
911,14.0,0.0,36.0,66.0,26.0
912,7.0,0.0,8.0,41.0,34.0
916,1.0,0.0,21.0,64.0,39.0
917,26.0,0.0,29.0,59.0,3.0
919,2.0,0.0,0.0,7.0,2.0
921,19.0,0.0,33.0,60.0,19.0
922,30.0,0.0,54.0,135.0,44.0
923,24.0,0.0,20.0,53.0,2.0
924,11.0,0.0,28.0,56.0,3.0
925,1.0,0.0,4.0,38.0,20.0
930,6.0,0.0,2.0,32.0,1.0
933,53.0,0.0,13.0,171.0,12.0
935,0.0,0.0,0.0,4.0,3.0
936,40.0,0.0,118.0,273.0,46.0
937,20.0,0.0,178.0,225.0,32.0
938,0.0,0.0,0.0,6.0,6.0
939,5.0,0.0,20.0,115.0,35.0
940,37.0,0.0,77.0,185.0,43.0
941,6.0,0.0,22.0,57.0,21.0
945,15.0,0.0,33.0,137.0,34.0
946,7.0,0.0,20.0,8.0,1.0
950,1.0,0.0,0.0,2.0,2.0
951,17.0,0.0,10.0,84.0,37.0
953,12.0,0.0,0.0,33.0,9.0
954,9.0,0.0,0.0,35.0,16.0
955,15.0,0.0,61.0,121.0,39.0
958,5.0,0.0,2.0,22.0,10.0
960,1.0,0.0,0.0,1.0,0.0
961,0.0,0.0,0.0,1.0,1.0
962,0.0,0.0,4.0,11.0,0.0
963,20.0,0.0,32.0,109.0,0.0
964,8.0,0.0,2.0,29.0,20.0
965,13.0,0.0,79.0,157.0,7.0
966,2.0,0.0,0.0,6.0,1.0
967,11.0,0.0,0.0,38.0,19.0
970,25.0,0.0,12.0,57.0,29.0
971,18.0,0.0,17.0,59.0,30.0
974,4.0,0.0,16.0,22.0,3.0
976,14.0,0.0,26.0,61.0,25.0
978,17.0,0.0,21.0,181.0,10.0
980,6.0,0.0,42.0,38.0,10.0
984,1.0,0.0,8.0,28.0,23.0
985,49.0,0.0,19.0,218.0,7.0
987,6.0,0.0,54.0,59.0,28.0
988,5.0,0.0,22.0,97.0,68.0
989,5.0,0.0,6.0,30.0,12.0
991,0.0,0.0,0.0,25.0,10.0
992,2.0,0.0,0.0,14.0,0.0
994,12.0,0.0,33.0,171.0,38.0
996,8.0,0.0,2.0,38.0,14.0
997,0.0,0.0,35.0,75.0,19.0
999,0.0,0.0,0.0,3.0,0.0
1000,20.0,0.0,94.0,170.0,75.0
1001,26.0,0.0,31.0,112.0,31.0
1005,15.0,0.0,19.0,26.0,15.0
1006,11.0,0.0,6.0,28.0,9.0
1007,9.0,0.0,45.0,68.0,22.0
1008,6.0,0.0,20.0,23.0,1.0
1011,7.0,0.0,13.0,32.0,3.0
1015,3.0,0.0,10.0,39.0,11.0
1018,36.0,0.0,38.0,113.0,77.0
1019,33.0,0.0,31.0,114.0,48.0
1020,13.0,0.0,52.0,108.0,20.0
1021,19.0,0.0,10.0,29.0,6.0
1022,0.0,0.0,4.0,13.0,8.0
1024,7.0,0.0,57.0,99.0,41.0
1028,35.0,0.0,89.0,95.0,41.0
1029,20.0,0.0,17.0,71.0,4.0
1030,32.0,0.0,7.0,216.0,73.0
1031,0.0,0.0,0.0,6.0,0.0
1033,13.0,0.0,27.0,57.0,0.0
1035,18.0,0.0,16.0,21.0,1.0
1037,13.0,0.0,20.0,28.0,21.0
1040,18.0,0.0,25.0,58.0,10.0
1041,32.0,0.0,17.0,110.0,47.0
1043,4.0,0.0,0.0,17.0,15.0
1044,1.0,0.0,62.0,29.0,5.0
1045,1.0,0.0,0.0,3.0,2.0
1046,0.0,0.0,8.0,5.0,0.0
1049,5.0,0.0,0.0,25.0,0.0
1050,18.0,0.0,55.0,87.0,5.0
1054,4.0,0.0,66.0,68.0,18.0
1056,17.0,0.0,20.0,35.0,6.0
1057,3.0,0.0,8.0,16.0,14.0
1058,2.0,0.0,20.0,59.0,2.0
1065,2.0,0.0,27.0,88.0,19.0
1066,8.0,0.0,10.0,28.0,19.0
1069,24.0,0.0,17.0,62.0,5.0
1073,2.0,0.0,0.0,7.0,6.0
1074,4.0,0.0,10.0,59.0,30.0
1075,3.0,0.0,10.0,28.0,11.0
1076,3.0,0.0,9.0,52.0,19.0
1077,27.0,0.0,93.0,256.0,4.0
1078,22.0,0.0,55.0,68.0,33.0
1080,19.0,0.0,23.0,104.0,31.0
1082,6.0,0.0,20.0,19.0,0.0
1084,1.0,0.0,20.0,47.0,21.0
1085,20.0,0.0,49.0,83.0,23.0
1086,11.0,0.0,13.0,48.0,19.0
1087,12.0,0.0,22.0,31.0,2.0
1088,0.0,0.0,0.0,19.0,7.0
1089,17.0,0.0,39.0,156.0,1.0
1090,9.0,0.0,155.0,101.0,22.0
1091,18.0,0.0,10.0,54.0,34.0
1092,2.0,0.0,7.0,67.0,20.0
1095,12.0,0.0,29.0,58.0,39.0
1096,9.0,0.0,46.0,81.0,8.0
1098,13.0,0.0,16.0,69.0,12.0
1099,20.0,0.0,57.0,163.0,79.0
1101,19.0,0.0,74.0,113.0,4.0
1103,9.0,0.0,15.0,22.0,2.0
1108,15.0,0.0,24.0,98.0,24.0
1110,8.0,0.0,8.0,50.0,4.0
1112,20.0,0.0,19.0,65.0,2.0
1116,39.0,0.0,53.0,206.0,66.0
1118,1.0,0.0,8.0,63.0,14.0
1124,5.0,0.0,21.0,34.0,16.0
1126,3.0,0.0,0.0,8.0,7.0
1128,30.0,0.0,11.0,200.0,83.0
1129,2.0,0.0,26.0,21.0,17.0
1131,15.0,0.0,14.0,15.0,0.0
1133,17.0,0.0,76.0,100.0,51.0
1134,11.0,0.0,26.0,58.0,23.0
1135,3.0,0.0,0.0,55.0,16.0
1136,0.0,0.0,0.0,6.0,0.0
1137,17.0,0.0,70.0,129.0,46.0
1138,5.0,0.0,48.0,84.0,10.0
1139,11.0,0.0,30.0,34.0,18.0
1140,9.0,0.0,12.0,36.0,19.0
1141,24.0,0.0,10.0,33.0,24.0
1142,10.0,0.0,51.0,70.0,29.0
1143,2.0,0.0,20.0,36.0,0.0
1144,25.0,0.0,58.0,109.0,49.0
1145,5.0,0.0,23.0,43.0,5.0
